(838537989.0, 2121.0)
profit, budget restant
départ, arrivée, numéro du camion
(24551, 135486, 6113)
(91793, 98297, 6113)
(134471, 8141, 3538)
(18034, 137497, 3943)
(151579, 7193, 3943)
(163441, 127256, 6649)
(48559, 49944, 6649)
(198541, 177692, 4994)
(115579, 10451, 4994)
(82989, 17447, 4807)
(85346, 144241, 4807)
(107749, 65101, 4807)
(79692, 115537, 4807)
(195473, 38982, 4807)
(110551, 41881, 4807)
(125578, 41521, 4159)
(176718, 56794, 5688)
(3072, 129409, 6247)
(51600, 121587, 5801)
(5712, 39335, 5296)
(83649, 174788, 5296)
(154964, 33899, 5296)
(151417, 150020, 6183)
(110258, 43227, 4009)
(130784, 3881, 4462)
(198185, 72552, 4386)
(183307, 63377, 3587)
(112673, 60826, 5559)
(42083, 189272, 5559)
(11955, 152866, 5978)
(51901, 154409, 4590)
(56594, 30955, 4590)
(49176, 169300, 6113)
(190219, 137499, 6113)
(185344, 1904, 5931)
(171778, 189223, 5931)
(151704, 44122, 6302)
(28832, 38206, 6302)
(73950, 144621, 6302)
(33751, 197952, 6649)
(144893, 182911, 6649)
(177534, 14009, 3655)
(111270, 114652, 5419)
(101329, 64386, 5419)
(29423, 143953, 5419)
(85603, 29966, 6492)
(58357, 57012, 4994)
(94993, 128654, 4994)
(149127, 146318, 4994)
(81424, 48952, 4423)
(169415, 110385, 4423)
(173810, 184075, 4807)
(20505, 164303, 4807)
(178539, 194745, 5053)
(120091, 177891, 5801)
(180338, 90728, 5801)
(183368, 99314, 3943)
(29455, 49333, 6183)
(17804, 109122, 6379)
(57189, 75473, 4159)
(9506, 137513, 4159)
(54269, 36704, 5296)
(156006, 144660, 5296)
(160382, 156039, 5296)
(30777, 131251, 4634)
(199499, 74492, 5559)
(187434, 168956, 5559)
(7727, 29459, 5559)
(67236, 22087, 5559)
(2981, 75437, 5559)
(72587, 29729, 6649)
(194495, 74446, 6649)
(188760, 199828, 5931)
(123222, 55950, 5931)
(27926, 21417, 4590)
(89045, 65270, 5688)
(117130, 136679, 5419)
(127581, 66142, 5419)
(41482, 164462, 3518)
(105659, 64228, 4994)
(168648, 137553, 6379)
(80789, 100091, 6379)
(78669, 101502, 5053)
(190166, 113768, 5053)
(157309, 78169, 5053)
(69340, 199802, 4807)
(69504, 127398, 4807)
(133157, 160767, 5978)
(66588, 141273, 5978)
(113329, 164098, 5296)
(2891, 119685, 6113)
(124870, 144535, 4159)
(57172, 52960, 4159)
(167132, 177182, 4159)
(73711, 28863, 4159)
(15339, 4666, 4159)
(197585, 150805, 4159)
(59174, 29431, 6492)
(58696, 101022, 3943)
(196384, 77877, 6531)
(86636, 79694, 6531)
(121722, 54535, 4226)
(170116, 4522, 4386)
(23999, 87831, 4386)
(7094, 2713, 4386)
(114204, 87075, 4590)
(121638, 111286, 5419)
(103553, 4205, 5419)
(148764, 111337, 5419)
(125555, 199467, 5801)
(143040, 76733, 3853)
(13842, 64551, 3853)
(126140, 118664, 4009)
(163441, 60917, 6649)
(32543, 153891, 6649)
(13984, 53869, 4994)
(165197, 65275, 4994)
(14889, 67821, 5978)
(9468, 14889, 5978)
(68322, 148208, 6113)
(105036, 12462, 5931)
(65618, 100075, 5559)
(85582, 174641, 5559)
(55870, 83500, 5559)
(4597, 143243, 4807)
(143524, 89639, 6492)
(83563, 57591, 6492)
(36251, 186480, 5296)
(63823, 123998, 5296)
(111386, 102731, 5296)
(25938, 136549, 5610)
(7562, 42276, 3780)
(184846, 168900, 3780)
(143110, 105211, 5688)
(17322, 167632, 4159)
(144004, 155518, 5419)
(181453, 62151, 6649)
(117696, 134571, 6649)
(56870, 187928, 6649)
(165287, 157823, 6649)
(166641, 106911, 5801)
(47755, 5541, 4462)
(70376, 124372, 3943)
(17499, 179929, 4226)
(136961, 98740, 6302)
(182807, 95987, 5978)
(156937, 37064, 4590)
(31550, 196371, 4590)
(188885, 113464, 4386)
(135572, 64824, 4386)
(160142, 178301, 4386)
(44671, 78604, 6113)
(150562, 63331, 6113)
(144269, 12565, 6113)
(124783, 42761, 4994)
(19239, 41458, 4994)
(164152, 10532, 5931)
(4050, 61828, 5931)
(5720, 17544, 6492)
(112505, 82911, 6218)
(83962, 125292, 6531)
(14935, 123936, 5559)
(137977, 30125, 5296)
(135485, 50730, 5296)
(35000, 32305, 5296)
(113298, 146577, 5296)
(113522, 188887, 4009)
(16762, 188157, 4009)
(39739, 128189, 4807)
(181333, 198866, 6379)
(74337, 182238, 6379)
(118217, 105283, 5688)
(108985, 195078, 5688)
(136794, 41185, 4423)
(17766, 28185, 4423)
(39835, 108325, 5801)
(181216, 126251, 5801)
(116349, 67081, 4634)
(6011, 37200, 4634)
(160295, 168876, 6302)
(59174, 27301, 6492)
(123093, 45196, 5931)
(9188, 151604, 4159)
(109035, 148781, 4159)
(110552, 70399, 5053)
(14287, 42862, 4994)
(4247, 101398, 4994)
(123013, 58417, 5559)
(58266, 19508, 3943)
(113401, 43915, 3943)
(67803, 81152, 3943)
(5195, 108879, 4386)
(181017, 82555, 4386)
(164250, 193902, 4862)
(118617, 135581, 5296)
(186181, 24303, 5296)
(170650, 106510, 6379)
(85740, 85227, 6649)
(93063, 191146, 5688)
(165198, 172350, 6183)
(151564, 128017, 4807)
(98514, 88684, 4807)
(99140, 108899, 4807)
(11386, 105487, 5801)
(171635, 97328, 4009)
(84156, 50952, 5419)
(59874, 72735, 6113)
(35226, 23766, 6113)
(197519, 122422, 6113)
(83034, 117193, 6113)
(192574, 5380, 3284)
(45244, 171394, 6247)
(42930, 164730, 6379)
(23491, 33014, 5559)
(128857, 18731, 5559)
(152664, 192745, 5559)
(4732, 115848, 4994)
(67210, 147793, 4994)
(78817, 94724, 3587)
(115940, 61267, 6649)
(5390, 38313, 6649)
(184274, 12025, 5296)
(133415, 126963, 5296)
(139166, 170441, 5296)
(157455, 89739, 5296)
(176138, 113206, 5296)
(181075, 77753, 5296)
(175182, 39469, 5688)
(112838, 36636, 5688)
(183177, 88404, 5688)
(143606, 85854, 3780)
(18645, 115590, 4226)
(107485, 65605, 4386)
(96768, 10836, 4386)
(171711, 5500, 4386)
(150264, 24318, 4386)
(125226, 149239, 4386)
(33296, 952, 4386)
(129681, 110848, 4807)
(7474, 75225, 6113)
(195986, 42289, 5931)
(158731, 32892, 5931)
(60860, 175950, 5419)
(9045, 137541, 5419)
(53804, 83413, 5419)
(14210, 193946, 6218)
(101947, 30348, 4009)
(108822, 86503, 4009)
(39008, 38866, 4634)
(167927, 138965, 6649)
(194913, 169923, 5610)
(23061, 71910, 5559)
(38302, 152477, 5053)
(105002, 44054, 6183)
(180403, 170445, 6302)
(36781, 117688, 4994)
(191784, 103815, 5688)
(122582, 58476, 5688)
(7199, 115279, 5296)
(177427, 58208, 5296)
(69109, 112604, 4590)
(98782, 157226, 5801)
(172860, 5336, 6531)
(79785, 117684, 4862)
(111469, 135203, 6113)
(40279, 134819, 6113)
(81476, 21134, 5931)
(43750, 22747, 6218)
(73312, 29896, 4386)
(103761, 174220, 4386)
(76663, 133136, 4807)
(34381, 23743, 5419)
(84387, 4702, 5419)
(193840, 57551, 5419)
(88699, 160441, 5419)
(156881, 8912, 6649)
(100540, 16973, 3943)
(33976, 199593, 5559)
(165913, 134660, 5559)
(39691, 79701, 5571)
(7931, 30103, 6492)
(40943, 149212, 4634)
(127500, 55098, 4423)
(98664, 93652, 5688)
(17878, 81311, 4994)
(113821, 48990, 5296)
(30036, 75001, 5296)
(78949, 158814, 4009)
(38692, 178757, 5801)
(168332, 154556, 5801)
(28651, 48125, 5801)
(103484, 3850, 5931)
(41265, 72320, 5931)
(139690, 123582, 3853)
(15120, 67598, 4590)
(190923, 20531, 4590)
(41714, 41287, 6379)
(150988, 135196, 5419)
(194987, 147990, 5419)
(1804, 17955, 4159)
(36942, 39805, 4159)
(34600, 64180, 4159)
(182786, 163928, 4159)
(104292, 190282, 4159)
(68711, 102055, 4386)
(42682, 158665, 4386)
(110459, 15627, 6492)
(34321, 30308, 3587)
(132429, 76879, 3780)
(192705, 32434, 3780)
(176937, 17551, 5801)
(134858, 112271, 6113)
(81993, 20384, 4634)
(94402, 83207, 5296)
(86700, 197406, 5296)
(48063, 29498, 6218)
(98521, 192171, 4423)
(156707, 193021, 6649)
(43941, 75456, 3518)
(18045, 186599, 3518)
(161053, 35158, 4462)
(107256, 83625, 5419)
(81605, 831, 6183)
(26795, 5574, 6183)
(124779, 70040, 6531)
(119805, 44067, 5559)
(110832, 19164, 5571)
(56735, 41432, 5688)
(149108, 165001, 5978)
(51947, 85171, 5978)
(50164, 132833, 4159)
(123046, 67543, 4159)
(151852, 91913, 4386)
(26928, 158539, 4386)
(76637, 64283, 4386)
(185256, 139347, 6113)
(180282, 51122, 4226)
(184322, 109176, 5931)
(160016, 74586, 5931)
(76445, 93645, 5931)
(157664, 49125, 6379)
(31740, 169921, 6247)
(110548, 145454, 5296)
(61891, 196713, 5296)
(166220, 52760, 5296)
(34532, 83394, 5296)
(149600, 52427, 4994)
(87839, 128206, 4994)
(112333, 170392, 6302)
(6996, 133615, 6302)
(18421, 68100, 4423)
(165865, 97981, 6492)
(25795, 102703, 3780)
(61471, 11205, 6183)
(124317, 5905, 6531)
(132689, 11012, 5419)
(70988, 42134, 5419)
(173801, 67815, 4462)
(48393, 9927, 4462)
(108628, 59297, 5610)
(139495, 153663, 4590)
(167224, 172045, 4590)
(68281, 91927, 4590)
(1464, 83924, 5559)
(151419, 199777, 5559)
(73160, 48548, 5559)
(48016, 43148, 5688)
(12751, 42128, 6113)
(101927, 22357, 5801)
(121958, 91799, 5801)
(86708, 10920, 4807)
(37712, 199393, 5931)
(18718, 51054, 5053)
(130705, 183689, 4853)
(100482, 51175, 4853)
(20998, 42888, 4853)
(57415, 167394, 3853)
(195069, 102797, 5296)
(67226, 87343, 5296)
(7715, 25554, 5296)
(2233, 100395, 4386)
(136229, 55472, 4386)
(12709, 100577, 4386)
(140251, 145555, 6302)
(121845, 62019, 6302)
(189472, 178633, 4159)
(11423, 43876, 4159)
(17802, 167100, 6492)
(47408, 140811, 4994)
(146118, 34949, 4994)
(93940, 124156, 6183)
(91068, 70802, 5419)
(181910, 186864, 5419)
(34448, 192022, 5610)
(29558, 30669, 5610)
(125817, 191178, 5978)
(149807, 148973, 6649)
(115477, 81463, 6113)
(44758, 163729, 6379)
(95467, 195737, 6379)
(77859, 130989, 6379)
(25348, 104529, 5559)
(140696, 2267, 3943)
(180091, 114645, 3943)
(42610, 132038, 6218)
(93161, 2570, 5931)
(31503, 36525, 5931)
(21951, 5965, 4590)
(134362, 31165, 4590)
(15829, 132035, 4590)
(146530, 15251, 3780)
(51707, 31446, 3780)
(112816, 162858, 3780)
(41301, 172223, 6302)
(28124, 190452, 4807)
(115172, 16632, 4807)
(152146, 58291, 4807)
(45121, 33536, 4807)
(42645, 117575, 6531)
(126945, 41576, 6531)
(27120, 76965, 4009)
(169868, 51456, 5296)
(187305, 29159, 5296)
(106097, 143703, 5296)
(10496, 83583, 5296)
(64576, 59917, 4159)
(119379, 118612, 6649)
(154258, 5146, 5419)
(19709, 99219, 5419)
(74329, 23442, 5610)
(105964, 122569, 4634)
(87563, 188470, 4634)
(107409, 34151, 5688)
(15338, 181404, 5688)
(136350, 119087, 6247)
(80188, 49169, 5801)
(7845, 35882, 5801)
(120200, 33674, 5559)
(160059, 157954, 4423)
(44652, 180875, 6302)
(128, 145232, 6492)
(60000, 174789, 4462)
(144994, 150763, 4590)
(82261, 157126, 4590)
(125236, 148257, 6183)
(140498, 14341, 4807)
(189730, 22228, 5296)
(33174, 117947, 5296)
(530, 170613, 5296)
(122115, 70980, 5296)
(44927, 8665, 5296)
(99433, 70286, 5296)
(168098, 134571, 6649)
(165018, 34652, 4853)
(166097, 22174, 4853)
(57406, 147455, 4994)
(184619, 88516, 4994)
(73126, 157900, 4994)
(79687, 117786, 6379)
(184890, 108558, 6113)
(32523, 62466, 5419)
(29368, 101239, 5688)
(81805, 189600, 5801)
(124875, 88518, 4386)
(176788, 138232, 4386)
(13237, 107917, 4386)
(50549, 11881, 5559)
(181801, 64852, 5559)
(67345, 192743, 5559)
(112899, 178195, 4634)
(90973, 97021, 4634)
(166217, 56168, 4159)
(120248, 41638, 4226)
(161393, 42945, 3853)
(15926, 20049, 3853)
(98450, 77425, 6649)
(80301, 15908, 6649)
(27225, 139137, 6649)
(96294, 172905, 4462)
(85105, 158496, 5296)
(180608, 119395, 4590)
(183738, 68326, 4590)
(134751, 81933, 4590)
(21136, 104931, 4590)
(128199, 128489, 6379)
(180044, 68425, 4807)
(2060, 130122, 4853)
(186389, 84066, 6492)
(8618, 108096, 5419)
(123481, 194095, 6302)
(64583, 108026, 5931)
(167315, 113635, 5931)
(171498, 123935, 5801)
(163457, 162087, 5559)
(101278, 63188, 5559)
(109540, 1897, 4009)
(9370, 108528, 4386)
(16095, 103203, 6379)
(65001, 172204, 5978)
(148075, 38209, 5978)
(102890, 149393, 4226)
(168469, 108643, 4226)
(148630, 132855, 5296)
(189969, 41050, 5296)
(36422, 109800, 5296)
(84388, 87010, 5296)
(161692, 28637, 6113)
(6708, 132617, 3655)
(38890, 175461, 6492)
(172815, 40255, 6302)
(57132, 61889, 3853)
(59557, 174719, 4590)
(72159, 60969, 4590)
(178977, 185090, 4590)
(49481, 190655, 5688)
(164475, 6594, 6531)
(51828, 43946, 5931)
(178936, 127871, 5931)
(45974, 178598, 5931)
(90096, 90366, 4807)
(179971, 96001, 4994)
(198116, 155032, 5419)
(125455, 133343, 5419)
(67559, 187384, 5571)
(63191, 155939, 5559)
(125195, 82287, 6183)
(190370, 146482, 3943)
(166954, 120626, 6379)
(69354, 188753, 4634)
(49204, 27870, 5978)
(1914, 133265, 5053)
(81695, 27468, 4386)
(92042, 87831, 4386)
(72191, 97556, 6113)
(79307, 77764, 6492)
(198647, 53883, 6492)
(121910, 57746, 6492)
(158981, 122456, 6492)
(85854, 74397, 3780)
(141747, 50918, 6302)
(84888, 179929, 6531)
(121771, 60506, 5296)
(14121, 72104, 5296)
(89503, 166117, 5296)
(135357, 11723, 5296)
(1297, 129024, 5931)
(108597, 147669, 5931)
(2128, 110607, 5931)
(199757, 165945, 5688)
(182541, 40616, 4159)
(61260, 168623, 5801)
(84849, 17766, 4423)
(72500, 149573, 4226)
(47586, 197299, 4226)
(48493, 186445, 5419)
(71635, 103583, 6649)
(134077, 35983, 6649)
(114461, 52316, 4807)
(20626, 9931, 4807)
(97420, 71394, 4807)
(17391, 86674, 4807)
(91927, 159578, 4590)
(18743, 154973, 4590)
(20233, 39531, 5571)
(156276, 23068, 4853)
(139337, 114299, 6379)
(82641, 146855, 5978)
(445, 54533, 6492)
(40533, 48593, 3679)
(121078, 27587, 6247)
(55977, 108444, 6113)
(121942, 108687, 6113)
(80546, 83338, 6113)
(138865, 76960, 6113)
(176207, 57349, 6302)
(87767, 1017, 5931)
(24150, 142042, 4634)
(179041, 54323, 5296)
(113427, 80905, 5296)
(117015, 33857, 5296)
(198024, 192602, 5419)
(67169, 153449, 5419)
(114838, 114590, 5419)
(126453, 189887, 6379)
(38428, 72808, 5559)
(91192, 196524, 4159)
(9612, 194211, 4994)
(100948, 106770, 4994)
(19231, 3095, 4807)
(122173, 19023, 4807)
(150983, 195916, 4462)
(199917, 199496, 4226)
(11348, 21916, 4590)
(186007, 161161, 6492)
(60155, 86251, 6492)
(144052, 184760, 6531)
(173566, 58144, 6302)
(12230, 164308, 6302)
(114493, 54495, 5931)
(36165, 146954, 5931)
(63291, 53493, 5931)
(8086, 73855, 5931)
(165119, 170822, 4862)
(98039, 38504, 5053)
(69324, 3166, 5053)
(30449, 155497, 5053)
(18828, 136939, 5688)
(95927, 45792, 5801)
(147004, 161164, 5801)
(62452, 65720, 5801)
(186465, 2886, 5801)
(75902, 92734, 5296)
(89699, 55749, 6183)
(66855, 144730, 4634)
(159746, 171266, 4634)
(126897, 99529, 6379)
(108381, 52059, 6379)
(169994, 57925, 5419)
(68177, 193005, 5419)
(35004, 51601, 5419)
(92115, 26330, 3943)
(157549, 174675, 5559)
(97137, 78035, 5559)
(84715, 110475, 4386)
(170, 145248, 4386)
(62617, 100146, 3518)
(38514, 156314, 4994)
(79212, 179456, 4994)
(24035, 122664, 4994)
(158926, 40226, 6302)
(104797, 76129, 6218)
(119651, 4928, 4159)
(195266, 14835, 4590)
(23602, 27981, 4590)
(42290, 180116, 4590)
(15881, 120571, 4590)
(36030, 144517, 4590)
(198283, 173548, 4853)
(189581, 62581, 6256)
(72567, 42790, 5931)
(32241, 39106, 3780)
(167934, 134486, 5801)
(117240, 56651, 5801)
(179778, 159223, 5688)
(154548, 67609, 5053)
(72752, 22969, 5053)
(193113, 181229, 6183)
(26953, 7063, 6183)
(49299, 195620, 6379)
(45725, 37763, 5296)
(109850, 68184, 5296)
(145737, 50502, 5296)
(171377, 191181, 6492)
(186540, 57190, 5419)
(68344, 45826, 5559)
(129873, 37373, 5559)
(48390, 111232, 5559)
(59776, 38274, 5559)
(124210, 23642, 6302)
(17540, 59362, 6302)
(53310, 98874, 6218)
(87185, 27053, 3655)
(188342, 92877, 3655)
(47971, 9062, 4994)
(37468, 27897, 4994)
(42372, 167737, 4994)
(145921, 195314, 6256)
(1577, 184027, 4386)
(67978, 128233, 4386)
(152225, 101654, 4386)
(14676, 37533, 4386)
(91284, 48686, 5931)
(6620, 72697, 4807)
(27597, 167881, 4807)
(159847, 138567, 5801)
(184408, 160032, 5801)
(159089, 68004, 5801)
(123097, 40644, 6183)
(141125, 37421, 4590)
(28987, 63592, 4590)
(59292, 6309, 4590)
(80628, 108170, 6379)
(66496, 99396, 4159)
(60408, 126179, 3518)
(51530, 125434, 6492)
(54873, 5160, 6492)
(54000, 78338, 4009)
(77785, 92091, 4226)
(193249, 60934, 5296)
(34567, 23165, 5296)
(114470, 41752, 5296)
(64015, 145294, 5296)
(4219, 100057, 5296)
(59988, 161087, 6247)
(47260, 191506, 6218)
(51217, 24222, 5559)
(155159, 54604, 6113)
(23583, 122656, 5931)
(69633, 61161, 5931)
(18454, 42016, 5931)
(91901, 49988, 4994)
(80687, 56475, 4994)
(1652, 8335, 4994)
(188590, 154360, 5801)
(21852, 1309, 5801)
(98768, 117974, 5688)
(100850, 101325, 5688)
(118655, 133015, 3853)
(199471, 112656, 3853)
(182041, 137320, 6492)
(11461, 191583, 6492)
(46927, 111948, 4386)
(170147, 107926, 4807)
(65313, 66273, 4807)
(13035, 110830, 4853)
(10716, 159942, 4590)
(86327, 88656, 4590)
(197174, 60496, 4423)
(78322, 27065, 6247)
(17022, 10952, 6247)
(25442, 13182, 3943)
(34361, 6229, 5978)
(116257, 75517, 5978)
(13846, 31791, 5978)
(79112, 89251, 5296)
(68395, 128851, 5296)
(19083, 149949, 5296)
(189540, 213, 5296)
(142637, 65309, 5296)
(47455, 197478, 5559)
(38294, 127588, 5559)
(22156, 144890, 5419)
(132837, 110191, 5419)
(75780, 62704, 5419)
(127610, 51769, 4009)
(184900, 95361, 5931)
(181083, 96838, 5931)
(183692, 52923, 5931)
(152335, 103213, 5931)
(26856, 130932, 6379)
(43968, 144999, 6379)
(129254, 143322, 5801)
(133431, 19886, 5801)
(154394, 69736, 5801)
(82838, 144406, 5801)
(122710, 181078, 6492)
(55168, 30088, 6492)
(86164, 96768, 6492)
(84584, 147516, 4994)
(81220, 54748, 4994)
(151452, 17654, 4994)
(196102, 13150, 4994)
(151393, 153983, 5688)
(86135, 5646, 5688)
(35193, 82433, 5610)
(110977, 84567, 4807)
(8879, 63671, 4807)
(156817, 281, 4807)
(73608, 39688, 4807)
(54154, 78413, 4807)
(29935, 158187, 6113)
(197726, 49023, 6113)
(199405, 175846, 4386)
(50916, 112776, 4386)
(48778, 66273, 5296)
(180507, 97154, 5296)
(182877, 94731, 5296)
(85440, 62183, 4590)
(151888, 52291, 4590)
(172562, 57604, 5559)
(110006, 102837, 5931)
(82764, 108301, 5931)
(9188, 156881, 6183)
(104641, 101015, 6183)
(199069, 99344, 6183)
(22742, 54567, 6492)
(84180, 76556, 5801)
(118074, 135124, 4159)
(35276, 18607, 4159)
(124869, 1073, 4159)
(112319, 61786, 5688)
(24620, 86286, 4226)
(87779, 5140, 6302)
(90705, 4847, 4994)
(42227, 181295, 4009)
(18351, 112582, 6218)
(124688, 89692, 5978)
(5213, 132537, 6113)
(65980, 94576, 5053)
(28713, 49886, 4807)
(182514, 31634, 5571)
(60823, 33413, 3780)
(66000, 174667, 5296)
(75004, 76009, 5296)
(56419, 45407, 5296)
(195179, 14222, 5296)
(149210, 37885, 6379)
(28908, 29808, 5559)
(104536, 53910, 5931)
(103133, 176040, 5931)
(38638, 172502, 5419)
(111011, 60795, 5419)
(90036, 90594, 6183)
(149474, 142261, 6183)
(48244, 24761, 6183)
(158773, 193514, 4386)
(6328, 89088, 4386)
(117672, 106916, 4590)
(31101, 177409, 5801)
(102571, 40486, 5801)
(21087, 28198, 4423)
(108756, 198838, 3587)
(77085, 147074, 3853)
(144166, 72475, 5610)
(75358, 32214, 6218)
(39912, 190006, 5978)
(105252, 129794, 4994)
(99230, 18201, 3943)
(44867, 9866, 3943)
(3499, 20518, 6113)
(84132, 15896, 6113)
(48024, 170142, 6113)
(184621, 152758, 4634)
(24913, 10807, 4226)
(143913, 152261, 4009)
(1366, 36199, 5931)
(146798, 49697, 5571)
(79541, 135390, 5296)
(92122, 87967, 5559)
(93329, 119361, 5559)
(119105, 102927, 5559)
(66173, 10230, 6183)
(72674, 114868, 6183)
(176225, 99947, 6183)
(34493, 7508, 4853)
(54458, 58201, 4807)
(197756, 69685, 6302)
(127408, 76392, 6302)
(122561, 108489, 6649)
(9386, 75553, 5688)
(55561, 197176, 4590)
(64502, 58810, 4590)
(63938, 118463, 6218)
(66891, 133934, 6113)
(142375, 82842, 4994)
(177402, 88041, 4994)
(24911, 97986, 4994)
(60218, 96565, 6492)
(93827, 55459, 5931)
(23208, 140698, 5931)
(150801, 54229, 3853)
(34454, 12904, 3943)
(178407, 54615, 5559)
(140325, 153563, 5296)
(113330, 165824, 5296)
(82706, 164524, 5296)
(134430, 113391, 5296)
(117029, 23162, 4226)
(9218, 6719, 6649)
(128630, 153464, 6649)
(117696, 197515, 6649)
(190138, 4930, 5419)
(96532, 153874, 5801)
(196177, 49710, 5801)
(73821, 54078, 4807)
(88261, 159541, 4807)
(10004, 57603, 3655)
(129571, 156151, 3655)
(19478, 122527, 4009)
(84371, 94166, 6218)
(21587, 77461, 4862)
(65944, 116011, 6113)
(24035, 49066, 6113)
(186660, 140577, 6379)
(16399, 171435, 6492)
(195257, 6217, 6492)
(97566, 181969, 4386)
(10817, 140685, 4386)
(195438, 134599, 4386)
(30395, 138367, 4386)
(70671, 198105, 5931)
(30122, 127609, 5931)
(6570, 62344, 6183)
(90964, 166298, 6183)
(174331, 101829, 6649)
(121771, 1161, 5053)
(154262, 120586, 5053)
(92300, 160032, 5559)
(168367, 24734, 5559)
(165121, 21144, 5296)
(82628, 133923, 5296)
(52242, 109482, 5296)
(67174, 130749, 5419)
(188596, 3870, 5419)
(106169, 12634, 5688)
(75450, 136768, 5688)
(62515, 73064, 5688)
(15930, 108585, 6113)
(103660, 40613, 4853)
(25662, 142137, 4853)
(80900, 137312, 4853)
(108072, 104511, 4226)
(91407, 55534, 4807)
(1671, 5525, 5610)
(109720, 130188, 6492)
(133809, 57950, 6492)
(181063, 151911, 6492)
(10707, 129241, 5931)
(61494, 117600, 5931)
(144841, 110695, 6183)
(180411, 94480, 6183)
(102052, 64294, 6649)
(118901, 110673, 6649)
(186731, 126104, 4590)
(72358, 177266, 4590)
(93705, 92481, 4590)
(812, 178525, 4994)
(136446, 137506, 5559)
(85025, 77873, 5559)
(46152, 24625, 5801)
(58888, 144098, 5801)
(15538, 35320, 5688)
(107922, 163431, 5296)
(166511, 183612, 5296)
(193558, 146397, 5296)
(13154, 35268, 5419)
(144309, 22813, 5978)
(63323, 114486, 6113)
(112922, 73428, 6113)
(76297, 146765, 6113)
(3916, 186295, 6113)
(179235, 50930, 6113)
(177227, 13008, 6379)
(86196, 140630, 4807)
(92314, 42267, 4807)
(142785, 22309, 4807)
(83190, 121983, 5931)
(49839, 120098, 5931)
(191319, 180558, 6183)
(73602, 125242, 6183)
(164648, 35736, 4226)
(127322, 35202, 4226)
(74830, 86665, 4226)
(139286, 167417, 3853)
(129104, 187824, 5571)
(119337, 51626, 4994)
(122055, 63286, 4994)
(104914, 177162, 4994)
(138200, 132733, 4994)
(197343, 13648, 5801)
(129558, 183912, 4590)
(188625, 139435, 6218)
(12147, 106293, 5559)
(195231, 188522, 5053)
(125724, 26086, 5688)
(49434, 178615, 5688)
(25251, 61728, 5688)
(168170, 13494, 5688)
(3704, 16844, 4009)
(40344, 35322, 4009)
(157922, 115717, 5978)
(198686, 89773, 5978)
(130841, 57519, 6113)
(188082, 61239, 6113)
(87979, 126799, 5296)
(75493, 127890, 5296)
(197599, 93577, 5419)
(75520, 148239, 5419)
(77511, 29297, 4386)
(156458, 23921, 4386)
(193519, 72282, 3655)
(146489, 147247, 3655)
(2187, 109807, 5931)
(54592, 64181, 4807)
(156141, 95290, 4807)
(104505, 56144, 4807)
(114407, 35952, 4807)
(115574, 143240, 4807)
(99648, 169634, 4807)
(123570, 168158, 3780)
(128303, 8134, 5801)
(151250, 188998, 5801)
(69579, 166560, 5801)
(68924, 135827, 5801)
(184752, 135758, 4159)
(91413, 65168, 4159)
(106552, 89302, 6492)
(25349, 70511, 6492)
(171986, 126750, 5559)
